公司id,职位名称,工作年限,学历,职位性质,薪资,融资状态,行业领域,招聘岗位id,公司优势,公司规模,公司标签,所在区域,技能标签,公司经度,公司纬度,公司全名
67118,Android Framework软件工程师,3-5年,本科,全职,15k-30k,B轮,移动互联网,3721845,"人工智能,机器人,发展空间大,股票期权",150-500人,"['年底双薪', '技能培训', '绩效奖金', '岗位晋升']",南山区,"['C++', 'Java', 'iOS']",113.938868,22.523006,达闼科技（北京）有限公司
218118,Android系统工程师,5-10年,大专,全职,13k-25k,上市公司,"移动互联网,教育",3374515,"五险一金,上市公司,全勤奖,下午茶",500-2000人,"['五险一金', '岗位晋升', '美女多', '领导好']",宝安区,"['系统架构', '系统开发']",113.836993,22.6052,深圳市鑫益嘉科技股份有限公司
142794,android架构师/资深android高级开发,3-5年,本科,全职,25k-40k,上市公司,"电子商务,移动互联网",4137246,"六险一金,团队旅游,年终奖,福利多多",500-2000人,[],南山区,"['视频', '移动端', 'Java']",113.942704,22.548217,速联（深圳）科技有限公司
138899,安卓framework开发工程师,3-5年,不限,全职,10k-20k,天使轮,"电子商务,移动互联网",4137478,"五险一金,发展空间大,福利待遇好,年轻化",50-150人,[],南山区,"['Android', '系统开发']",113.943063,22.536099,深圳派锋科技有限公司
313307,安卓开发高级工程师,1-3年,本科,全职,10k-20k,不需要融资,移动互联网,4052595,"技术氛围好,团队和谐,季度奖,下午茶",15-50人,"['绩效奖金', '带薪年假', '专项奖金']",南山区,"['广告营销', '架构师', 'Android', '移动端', 'iOS']",113.946882,22.545553,深圳市易乐云科技有限公司
25448,Android音视频工程师,1-3年,本科,全职,15k-30k,B轮,"硬件,移动互联网",3940815,"扁平化结构,组织有活力,福利待遇好",150-500人,"['年终分红', '股票期权', '五险一金', '岗位晋升']",宝安区,"['音视频处理', 'C++', '跨平台']",113.886752,22.548805,深圳岚锋创视网络科技有限公司
296179,Android APP软件工程师,1-3年,本科,全职,10k-20k,不需要融资,"企业服务,文化娱乐",4129850,"社保公积金,年终奖,节日福利,年休假",150-500人,"['""""']",南山区,"['软件开发', 'C++', 'Java']",114.004834,22.594206,南宁贝福文化传播有限公司
93979,Android Framework工程师,1-3年,本科,全职,15k-20k,未融资,"移动互联网,数据服务",4175763,"周末双休,节日礼品,加班福利,团建活动",500-2000人,"['年底双薪', '专项奖金', '股票期权', '年终分红']",宝安区,[],113.91857,22.584395,深圳市标越科技有限公司
81165,前端开发（安卓）工程师,3-5年,本科,全职,15k-30k,上市公司,其他,1363396,央企 电商 完善的薪酬福利政策 弹性工作,2000人以上,"['带薪年假', '绩效奖金', '岗位晋升', '管理规范']",南山区,[],113.952907,22.541476,华润置地有限公司
50344,Android高级研发工程师,3-5年,不限,全职,12k-24k,不需要融资,"移动互联网,社交网络",4188855,"五险一金,节日福利,扁平化管理,领导好",15-50人,"['技能培训', '节日礼物', '年底双薪', '股票期权']",南山区,"['社交', 'Java', '安卓']",113.952918,22.540845,深圳东方开放科技有限公司
319651,Android APP开发工程师,3-5年,大专,全职,13k-16k,未融资,移动互联网,4213661,"项目奖,年终红包,福利好,牛人多",150-500人,"['带薪年假', '专项奖金', '领导好', '五险一金']",南山区,['软件开发'],113.933229,22.637013,深圳市爱迪尔电子有限公司
324435,Android 软件工程师,1-3年,大专,全职,10k-20k,未融资,"移动互联网,电子商务",4137761,"平台好,福利好,氛围好,挑战大",15-50人,"['""""']",福田区,"['软件开发', 'Java', '架构']",114.059935,22.570701,深圳市精一产业链服务有限公司
313307,安卓开发架构师,不限,本科,全职,15k-25k,不需要融资,移动互联网,4052555,"厉害的领导,有技术氛围,季度奖金,下午茶点",15-50人,"['绩效奖金', '带薪年假', '专项奖金']",南山区,"['资深', '高级', 'Android', '移动端', '逆向']",113.946882,22.545553,深圳市易乐云科技有限公司
29301,Android SDK开发工程师,1-3年,大专,全职,8k-14k,B轮,"移动互联网,游戏",4225803,"年底双薪,项目奖金,带薪病假,带薪年假",50-150人,"['全薪病假', '股票期权', '年度体检', '节日礼物']",南山区,"['Java', '客户端']",113.93754,22.524053,深圳市慧动创想科技有限公司
327262,高级浏览器内核开发（Android）,5-10年,本科,全职,25k-50k,未融资,"电子商务,企业服务",4213259,"新技术研究,内核开发",少于15人,"['""""']",南山区,"['VR', 'opengl', '架构']",113.943073,22.518898,成都歆慕网络科技有限公司
114340,Android开发主管,3-5年,本科,全职,15k-30k,不需要融资,"信息安全,数据服务",3563067,"股权激励,弹性工作,项目奖金,生日会",50-150人,"['弹性工作', '领导好', '技能培训', '五险一金']",南山区,"['专家', '总监', '资深', '高级', '架构师', '移动端']",113.943197,22.549193,深圳大数据计算机信息股份有限公司
4704,SDK Android开发工程师,3-5年,大专,全职,10k-20k,B轮,"社交网络,文化娱乐",3072096,"帅哥美女多,下午茶,五险一金",150-500人,"['下午茶水果', '年底双薪', '节日礼物', '技能培训']",南山区,"['即时通讯', 'C++', 'Java', 'iOS']",113.907475,22.550062,深圳云娃科技有限
7232,移动开发经理 (Android & IOS),3-5年,本科,全职,15k-30k,A轮,"移动互联网,数据服务",3333617,"行业独角兽,每天下午茶,领导好,腾讯参投",150-500人,"['节日礼物', '年底双薪', '股票期权', '带薪年假']",宝安区,"['信息安全', '高级', '移动端', 'C']",113.993578,22.99368,深圳市前海亿车科技有限公司
51037,渠道商务（安卓联运）,1-3年,不限,全职,10k-20k,上市公司,游戏,4053281,"五险一金,年终奖级,免费工作餐,丰富下午茶",150-500人,"['节日礼物', '带薪年假', '定期体检', '六险一金']",南山区,"['运营', '商务拓展']",39.897445,116.331398,厦门飞游信息科技有限公司
69203,SDK支付安卓开发,1-3年,本科,全职,12k-18k,A轮,游戏,4092684,"周末双休,五险一金,带薪休假,定期团建",50-150人,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",南山区,"['支付', '游戏', 'Android', '移动端', 'Java']",113.940294,22.541236,杭州范娱科技有限公司
6927,高级测试工程师（Android方向）,不限,本科,全职,20k-40k,不需要融资,移动互联网,3995138,给力薪酬 海景办公楼 高配健身房 员工食堂,2000人以上,"['丰厚年终', '扁平管理', '追求极致', '本分']",南山区,"['自动化', '性能测试', 'Java', '安卓', '移动端']",113.94304363,22.51878473,广东欧珀移动通信有限公司
212466,安卓手机APP软件工程师,1-3年,大专,全职,8k-16k,未融资,移动互联网,4141598,"千万用户,有激情,团队",50-150人,[],宝安区,"['旅游', '高级', '软件开发', 'Android', 'Java']",113.866046,22.567722,深圳市安全守护科技有限公司
72639,安卓开发工程师 Opengl,3-5年,本科,全职,12k-18k,不需要融资,移动互联网,4162812,"华为大神带,年终奖金,五险一金,福利补贴",50-150人,"['节日礼物', '年底双薪', '带薪年假', '岗位晋升']",龙岗区,"['Android', 'canvas', '动效', '自定义属性动画']",0.0,0.0,南京闪奇信息技术有限公司
123870,android驱动工程师,1-3年,本科,全职,12k-20k,不需要融资,"信息安全,硬件",4162389,"期权,年终分红,年假,双休",50-150人,"['股票期权', '年底双薪', '年终分红', '专项奖金']",南山区,"['硬件制造', '嵌入式', 'ARM']",113.967548,22.581699,深圳信炜科技有限公司
114421,安卓驱动软件工程师,3-5年,大专,全职,10k-20k,天使轮,"移动互联网,数据服务",3013394,"绩效奖金,年终分红,股票期权,员工福利",50-150人,"['弹性工作', '年度旅游', '五险一金', '专项奖金']",龙岗区,['软件开发'],114.076226,22.618905,深圳市前海万象智慧科技有限公司
170079,游戏安卓工程师SDK开发,1-3年,大专,全职,8k-10k,不需要融资,游戏,4241012,"福利多多,萌妹子聚集,奖金丰厚",50-150人,[],福田区,"['游戏', 'Android', 'iOS', '游戏开发']",114.023984,22.529864,深圳市小猴跳跳网络科技有限公司
136714,高级Android测试,3-5年,本科,全职,10k-18k,不需要融资,移动互联网,2942474,"技术前沿,团队氛围好,发展机会多,智能产品",500-2000人,"['股票期权', '带薪年假', '定期体检', '年底多薪']",南山区,"['智能硬件', 'app', '功能测试', '性能测试', '硬件']",113.953402,22.568938,湖南海翼电子商务股份有限公司
175085,安卓应用市场推广经理,3-5年,本科,全职,15k-20k,未融资,金融,4135179,"年终奖,餐补,年度体检,员工旅游",50-150人,[],南山区,"['运营', '渠道']",113.937903,22.545151,海南新浪爱问普惠科技有限公司
26837,Android 测试工程师,1-3年,本科,全职,8K-10K,未融资,"移动互联网,电子商务",4092185,"待遇丰厚,项目前景好,资金雄厚,团队融洽",50-150人,"['节日礼物', '专项奖金', '年度旅游', '定期体检']",南山区,"['高级', 'QA']",113.946468,22.534199,珠海横琴华策光通信科技有限公司
148761,资深android开发工程师（社交方向）,3-5年,本科,全职,25k-40k,不需要融资,"游戏,文化娱乐",4091563,"六险一金,弹性制,年终奖,团队旅游",150-500人,"['年底双薪', '专项奖金', '年终分红', '绩效奖金']",南山区,"['视频', '社交', '移动端', '架构']",113.946009,22.547701,深圳市迪飞达电子有限公司
6566,Android架构师,5-10年,本科,全职,18k-36k,上市公司,"移动互联网,电子商务",3888974,动态加薪 激情团队 福利保障 大牛带团,2000人以上,"['年底双薪', '节日礼物', '技能培训', '岗位晋升']",南山区,"['即时通讯', '移动端', 'Java', 'iOS']",113.95478984,22.53412317,金蝶软件（中国）有限公司
37160,UI/UX设计师（偏Android）,3-5年,本科,全职,15k-25k,A轮,"移动互联网,教育",4058803,薪资福利好，发展前景佳,15-50人,"['技能培训', '扁平管理', '技术氛围好', '有发展前景']",南山区,"['社交', '交互', '视觉']",113.951606,22.537717,深圳市天创进科技有限公司
252838,Android游戏SDK开发,1-3年,不限,全职,8k-10k,不需要融资,游戏,4072733,"五险一金,入职年假,时间弹性,旅游福利",15-50人,"['五险一金', '下午茶', '节日福利', '弹性工作']",南山区,"['游戏', 'Java', 'iOS']",113.914678,22.514453,深圳市昊玩科技有限公司
271156,"软件开发工程师(安卓,苹果前端开发)",3-5年,本科,全职,8k-15k,不需要融资,移动互联网,4220883,"年底双薪,带薪年假,员工旅游,五险一金",150-500人,[],宝安区,"['支付', '视频', 'Android', 'web前端', 'iOS', 'C++']",113.939385,22.681653,和昌未来科技（深圳）有限公司
174113,android广告平台SDK 技术总监,不限,不限,全职,15k-30k,未融资,"O2O,电子商务",3118084,"海外广告变,广告sdk,faceb,移动广告",15-50人,"['年底双薪', '带薪年假', '定期体检', '股票期权']",南山区,"['电商', '专家', '高级', '后端开发', 'Java', '平台/后台']",113.952514,22.535885,深圳市兵马科技有限公司
22360,前端开发工程师（IOS/Android）,3-5年,本科,全职,17k-25k,C轮,金融,4191532,"弹性工作制,月度绩效,前十P2P,大牛多",2000人以上,"['绩效奖金', '五险一金', '弹性工作', '节日礼物']",福田区,"['信息安全', '移动端', 'Java']",114.038974,22.544092,深圳旺金金融信息服务有限公司
23411,android客户支持工程师（TV/机顶盒）,1-3年,本科,全职,7k-14k,上市公司,"文化娱乐,硬件",2856953,前景佳,500-2000人,"['技能培训', '节日礼物', '带薪年假', '绩效奖金']",南山区,"['软件开发', '二次开发', '移动端']",113.940093,22.539954,深圳市金锐显数码科技有限公司
140477,软件工程师（c++/java/安卓）,3-5年,本科,全职,10k-20k,未融资,"医疗健康,移动互联网",2195364,技术主导，宽广平台，管理协调能力提升,15-50人,"['年底双薪', '专项奖金', '交通补助', '午餐补助']",,[],114.0656515,22.67278822,深圳博大博聚科技有限公司
123777,IOS android h5,3-5年,本科,全职,10k-20k,不需要融资,"电子商务,企业服务",4216734,5天8小时，双休制，办公环境高大上,2000人以上,"['绩效奖金', '交通补助', '定期体检', '通讯津贴']",罗湖区,"['教育', 'Java', '数字营销', 'html5']",114.120147,22.581327,北京通力互联技术服务有限公司
276470,后台java前端安卓全栈开发工程师,不限,本科,全职,9k-18k,未融资,"移动互联网,信息安全",4199445,"java,安卓,全栈,app",少于15人,[],福田区,"['旅游', '医疗健康', '中级', 'Android']",114.055688,22.563233,深圳市哈悉科技有限公司
60434,TJ012-Android开发工程师,1-3年,大专,全职,12k-18k,不需要融资,金融,4164960,"五险一金,团队氛围好,弹性工作,员工福利",150-500人,[],南山区,"['移动互联网', 'iOS']",113.993578,22.99368,加油宝金融科技服务（深圳）有限公司
73707,移动App开发工程师（Android&iOS）,1-3年,本科,全职,8k-15k,A轮,"移动互联网,企业服务",3972487,"加薪超快,股票期权,团队优秀,氛围轻松",50-150人,"['年底双薪', '股票期权', '绩效奖金', '岗位晋升']",南山区,"['web', '移动端', '软件开发']",113.949101,22.541117,深圳市秦丝科技有限公司
6927,安卓软件工程师（性能功耗）,3-5年,本科,全职,15k-30k,不需要融资,移动互联网,2711982,海景办公 千万级用户 给力年终,2000人以上,"['丰厚年终', '扁平管理', '追求极致', '本分']",,['Android'],121.496072,31.227203,广东欧珀移动通信有限公司
6927,安卓通信软件工程师,3-5年,本科,全职,15k-30k,不需要融资,移动互联网,2797130,亿级用户 高速发展 海景办公 给力薪酬,2000人以上,"['丰厚年终', '扁平管理', '追求极致', '本分']",黄浦区,['Android'],121.496072,31.227203,广东欧珀移动通信有限公司
6927,安卓开发工程师（公共组件）,3-5年,本科,全职,15k-30k,不需要融资,移动互联网,2896633,亿级用户 高速发展 给力薪酬 海景办公,2000人以上,"['丰厚年终', '扁平管理', '追求极致', '本分']",,"['Android', 'Java', '系统开发']",121.496072,31.227203,广东欧珀移动通信有限公司
