公司id,职位名称,工作年限,学历,职位性质,薪资,融资状态,行业领域,招聘岗位id,公司优势,公司规模,公司标签,所在区域,技能标签,公司经度,公司纬度,公司全名
69152,Android开发工程师,5-10年,本科,全职,13k-22k,未融资,"移动互联网,金融",3819626,"行业前景好,提升空间大",150-500人,"['绩效奖金', '领导好', '帅哥多', '美女多']",南山区,"['Java', 'iOS']",113.930476,22.533013,深圳市博奥特科技有限公司
62,高级Android开发工程师,3-5年,本科,全职,20k-40k,C轮,"移动互联网,数据服务",3814983,六险一金，高薪期权，弹性工作，免费三餐，租房补贴，扁平管理，团队氛围好,2000人以上,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",南山区,['移动端'],22.518084,22.518084,北京字节跳动科技有限公司
19875,高级android开发工程师,5-10年,本科,全职,30k-50k,未融资,移动互联网,4102882,"发展空间大,公司规模大",2000人以上,"['年终分红', '带薪年假', '年度旅游', '岗位晋升']",福田区,"['Java', '架构']",113.993578,22.99368,维沃移动通信有限公司
69372,Android开发工程师,不限,本科,全职,6k-12k,A轮,"移动互联网,硬件",2838830,"优秀导师,带薪年假,最快晋升,项目奖金",50-150人,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']",南山区,"['架构师', '嵌入式', 'web前端', 'iOS', '系统开发']",113.967698,22.581848,深圳市金研微科技有限公司
124410,android开发工程师（外派腾讯）,3-5年,本科,全职,10k-20k,不需要融资,移动互联网,4255724,"五险一金,节日福利,周末双休,年终奖金",50-150人,"['年底双薪', '绩效奖金', '定期体检', '年度旅游']",南山区,"['移动端', 'Java', 'APP开发']",113.937698,22.545776,深圳市苏摩科技有限公司
67118,Android高级工程师,3-5年,本科,全职,18k-35k,B轮,移动互联网,3718065,"人工智能,发展空间大,期权股票",150-500人,"['年底双薪', '技能培训', '绩效奖金', '岗位晋升']",南山区,"['C++', 'Java', 'framework']",113.938868,22.523006,达闼科技（北京）有限公司
7099,Android 工程师,1-3年,本科,全职,10k-15k,上市公司,移动互联网,4067248,"上市企业,周末双休,月度奖金,逗逼团队",500-2000人,"['年底双薪', '技能培训', '节日礼物', '绩效奖金']",南山区,"['视频', '电商', 'iOS', '移动端']",113.91871,22.50899,深圳市宁远科技股份有限公司
123777,安卓开发,1-3年,本科,全职,10k-17k,不需要融资,"电子商务,企业服务",4157838,一流项目平台,2000人以上,"['绩效奖金', '交通补助', '定期体检', '通讯津贴']",南山区,"['Android', 'Java', 'iOS']",113.942638,22.525053,北京通力互联技术服务有限公司
94,资深Android工程师,不限,本科,全职,15k-30k,C轮,企业服务,4223563,AI 行业领先 帅哥美女 氛围好,150-500人,"['年底双薪', '五险一金', '弹性工作', '年度旅游']",南山区,"['C++', 'Java']",113.93921912,22.52393022,苏州思必驰信息科技有限公司
115322,高级Android软件工程师,3-5年,本科,全职,15k-28k,A轮,"移动互联网,企业服务",1517697,公司背景好 周末双休 六险一金 下午茶,15-50人,"['带薪年假', '定期体检', '年度旅游', '周末双休']",南山区,"['linux', 'C++', 'Java', '移动端', '架构']",113.952429,22.537847,深圳复临科技有限公司
81733,Android开发工程师,3-5年,大专,全职,8k-13k,A轮,"移动互联网,金融",4162731,"A轮互金,管理规范,正规平台,互联网金融",15-50人,"['节日礼物', '带薪年假', '绩效奖金', '扁平管理']",福田区,"['中级', '移动端']",114.055602,22.538664,深圳前海椰子金融信息服务有限公司
20409,Android开发工程师,不限,本科,全职,10k-20k,不需要融资,硬件,319668,广大的平台等你来！,2000人以上,"['节日礼物', '绩效奖金', '年度旅游', '定期体检']",南山区,['移动端'],113.944666,22.544515,普联技术有限公司
16831,安卓开发工程师,3-5年,大专,全职,12k-18k,不需要融资,移动互联网,3374451,"舒适的办公,六险一金,带薪年假,五天八小时",2000人以上,"['带薪年假', '计算机软件', '管理规范', '定期体检']",南山区,"['Android', 'Java', 'iOS', 'GUI', '线程']",0.0,0.0,武汉佰钧成技术有限责任公司
179243,Android工程师,3-5年,大专,全职,10k-20k,A轮,"电子商务,移动互联网",3264833,"平台发展好,技术氛围浓,福利待遇佳,团队活动多",500-2000人,"['年底双薪', '午餐补助', '带薪年假', '晋升空间']",宝安区,"['中级', 'Java', 'iOS', '移动端']",113.864071,22.584243,浙江集商优选电子商务有限公司
451,Android客户端高级研发工程师,3-5年,本科,全职,20k-40k,上市公司,"移动互联网 ,游戏",4141588,薪酬福利,2000人以上,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",南山区,"['Java', '架构']",113.953476,22.538841,腾讯科技(深圳)有限公司
19875,高级android应用开发工程师,5-10年,本科,全职,30k-50k,未融资,移动互联网,4102879,"公司规模大,发展空间大",2000人以上,"['年终分红', '带薪年假', '年度旅游', '岗位晋升']",福田区,"['Java', '架构']",113.993578,22.99368,维沃移动通信有限公司
69152,高级安卓开发工程师,5-10年,本科,全职,15K-25K,未融资,"移动互联网,金融",4108475,"福利待遇好,金融平台,技术晋升大",150-500人,"['绩效奖金', '领导好', '帅哥多', '美女多']",福田区,"['Android', '移动端', 'SDK', 'Java', 'html5']",,,深圳市博奥特科技有限公司
199183,Android开发,1-3年,不限,全职,8K-12K,不需要融资,文化娱乐,3272980,"高薪,弹性上班,双休,聚餐",少于15人,[],宝安区,['Java'],113.869325,22.565365,深圳前海岩岩互娱文化有限公司
19541,高级Android开发工程师（天天学农新项目部）,3-5年,本科,全职,12k-20k,C轮,"电子商务,O2O",4185367,"五险一金,双休,扁平化管理,晋升空间大",150-500人,"['扁平管理', '股权激励', '五险一金', '免费零食']",南山区,"['教育', '视频', '直播', '社交', 'Java']",113.94253,22.525064,深圳市五谷网络科技有限公司
231514,安卓开发,3-5年,不限,全职,15K-25K,不需要融资,移动互联网,3537343,"带薪休假,高薪",150-500人,[],龙华新区,"['Android', 'C++', 'Java']",114.015684,22.653986,深圳市鑫溢网络科技有限公司
159585,android开发,1-3年,大专,全职,5k-8k,未融资,电子商务,4241131,"区块链,股权激励",少于15人,[],宝安区,"['电商', 'web前端', 'iOS', '网页设计', '网页制作']",113.881272,22.561325,深圳市橙橙网络科技有限公司
254,Android开发工程师,3-5年,本科,全职,8k-16k,A轮,移动互联网,4104973,"五险一金,年终奖,全勤奖,环境好",50-150人,"['年底双薪', '技能培训', '绩效奖金', '岗位晋升']",福田区,"['Java', '移动端']",114.089596,22.545642,北京艾科创意信息技术有限公司
274072,Android开发工程师,3-5年,本科,全职,8k-15k,不需要融资,移动互联网,3932402,"领导好,晋升快,福利好,办公氛围佳",15-50人,[],南山区,"['移动互联网', 'Java', 'iOS']",113.932899,22.542186,深圳球蜂网络有限公司
9795,高级Android开发工程师,3-5年,本科,全职,13k-22k,C轮,"移动互联网 ,社交网络",4131237,"公司氛围好,晋升空间大,扁平化管理,水平层次高",50-150人,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",南山区,"['资深', '移动端', 'Java']",113.952451,22.534962,深圳市悦动天下科技有限公司
131999,Android开发工程师,3-5年,本科,全职,12k-14k,不需要融资,"企业服务,移动互联网",3933603,"混合开发,热修复",150-500人,"['定期体检', '交通补助', '带薪年假', '年度旅游']",福田区,"['Java', 'iOS']",114.095449,22.560372,深圳亿腾信息科技有限公司
136443,安卓开发工程师,5-10年,本科,全职,15k-25k,不需要融资,"金融,移动互联网",4245407,公司资质齐全，消费金融牌照，盈利模式佳,2000人以上,"['股票期权', '年终分红', '绩效奖金', '带薪年假']",福田区,"['Android', 'Java', 'iOS']",114.065893,22.539226,马上消费金融股份有限公司
138093,安卓开发工程师,3-5年,本科,全职,8k-12k,未融资,移动互联网,4212074,"主动热情,责任感强",15-50人,[],南山区,"['地图', '软件开发', 'Android', 'Java', 'iOS']",113.952487,22.533508,深圳市嘀嗒互动科技有限公司
169231,Android开发工程师,3-5年,本科,全职,8k-12k,天使轮,移动互联网,4190110,"气氛环境好,5天7小时,90小伙伴,福利好",15-50人,[],福田区,"['C++', 'iOS']",114.02325,22.533064,深圳市光圈网络科技有限公司
136714,高级Android开发工程师,3-5年,本科,全职,15k-25k,不需要融资,移动互联网,2037975,牛叉团队 年终多薪 晋升快 资金雄厚 福利佳,500-2000人,"['股票期权', '带薪年假', '定期体检', '年底多薪']",南山区,['移动端'],113.94466496,22.55270614,湖南海翼电子商务股份有限公司
451,海外产品Android开发工程师,3-5年,本科,全职,15k-25k,上市公司,"移动互联网 ,游戏",3959532,"职业发展,良好的平台",2000人以上,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",南山区,"['移动互联网', '中级', '移动端', 'iOS']",113.93362,22.540719,腾讯科技(深圳)有限公司
69152,高级Android开发工程师,5-10年,本科,全职,15k-25k,未融资,"移动互联网,金融",3824884,"大型平台,实力雄厚,福利待遇好,晋升空间大",150-500人,"['绩效奖金', '领导好', '帅哥多', '美女多']",福田区,"['中级', 'SDK', '架构', 'RSA、AES、']",114.055755,22.533344,深圳市博奥特科技有限公司
276470,安卓开发工程师,不限,本科,全职,9k-18k,未融资,"移动互联网,信息安全",3777215,"安卓开发,java",少于15人,[],福田区,"['信息安全', '旅游', '医疗健康', 'Android', 'Java', '安卓 java']",114.055688,22.563233,深圳市哈悉科技有限公司
5818,Android开发工程师,1-3年,本科,全职,8k-12k,不需要融资,"O2O,硬件",4191480,"年底双薪,周末双休,集团饭堂,企业活动",50-150人,"['节日礼物', '专项奖金', '带薪年假', '岗位晋升']",罗湖区,['Java'],114.143105,22.548036,深圳市美讯在线网络技术有限公司
266845,IOS、安卓开发工程师,不限,不限,全职,5k-10k,未融资,电子商务、移动互联网,3701212,"福利好,五险一金",少于15人,[],龙岗区,"['web', 'Android', 'web前端', '移动开发', '系统开发']",0.0,0.0,深圳蚂蚁之家科技有限公司
134813,Android工程师,1-3年,本科,全职,10k-20k,A轮,"移动互联网,硬件",3907279,"发展前景广,五险一金,带薪年假,节假日福利",150-500人,"['带薪年假', '午餐补助', '五险一金', '绩效奖金']",龙华新区,"['C++', 'Java', 'framework', 'Eclipse', 'AS']",114.0349,22.62413,深圳市云充吧科技有限公司
117405,Android开发工程师,1-3年,大专,全职,6k-8k,未融资,"移动互联网,企业服务",4230671,"上手机会,客户接触,成长空间,团结协作",15-50人,[],南山区,"['支付', '地图', 'Java', 'iOS']",113.947058,22.530917,深圳市同讯信息技术有限公司
62363,Android开发工程师,3-5年,本科,全职,10k-12k,上市公司,"生活服务,硬件",3978386,"世界五百强,互联网变革,薪资福利佳,发展空间大",2000人以上,"['绩效奖金', '岗位晋升', '管理规范', '通讯津贴']",南山区,['移动开发'],113.941629,22.526905,珠海市万翼网络科技有限公司
227383,Android开发工程师,1-3年,本科,全职,8k-15k,B轮,"移动互联网,硬件",3711623,安卓开发,150-500人,[],南山区,"['资深', 'iOS', 'C']",113.945877,22.544302,深圳市飞鱼星科技有限公司
21539,高级Android工程师-深圳-00701,1-3年,本科,全职,15k-25k,不需要融资,"移动互联网,硬件",4243316,"薪酬高,福利好,激励大",150-500人,"['丰厚底薪', '年底双薪', '六险一金', '午餐补助']",南山区,"['智能硬件', '嵌入式']",113.958713,22.543467,北京比特大陆科技有限公司
245908,Android 开发工程师,1-3年,大专,全职,5k-7k,未融资,"移动互联网,硬件",3504092,"5天8小时,社保,环境好,节日福利",15-50人,"['节日礼物', '加班费', '社保', '帅哥多']",宝安区,"['软件开发', 'C++', 'Java', 'iOS', '移动开发']",113.829529,22.731112,海网物联（深圳）科技有限公司
35112,Android开发,1-3年,本科,全职,11k-18k,不需要融资,金融,3108088,"中信系,年终奖丰厚",2000人以上,"['节日礼物', '年底多薪', '绩效奖金', '岗位晋升']",南山区,"['C++', 'Java']",113.957553,22.538258,中腾信金融信息服务（上海）有限公司
87913,Android开发工程师,3-5年,大专,全职,8k-15k,C轮,"移动互联网,电子商务",3874192,独立负责,150-500人,"['股票期权', '带薪年假', '绩效奖金', '五险一金']",南山区,"['视频', '直播', '移动端', 'Java', 'iOS']",113.947103,22.543956,深圳微品致远信息科技有限公司
23291,高级Android工程师-社交方向,3-5年,本科,全职,20k-35k,上市公司,"移动互联网,硬件",4215956,"国际化产品,竞争力薪资,初创团队,超大用户量",500-2000人,"['节日礼物', '与大牛共事', '福利健全', '五险一金']",南山区,"['社交', '前端', '移动端']",113.951672,22.540834,厦门美图之家科技有限公司
11885,android工程师,3-5年,本科,全职,10k-20k,上市公司,企业服务,3205559,集团总部 大平台 福利好 办公环境优美,2000人以上,"['五险一金', '通讯津贴', '带薪年假', '年底双薪']",罗湖区,"['房产服务', 'C++', 'Java', '客户端']",114.127163,22.544938,深圳世联行地产顾问股份有限公司
69152,高级Android开发工程师,5-10年,大专,全职,15k-20k,未融资,"移动互联网,金融",4096128,"周未双休,互联网技术,工作氛围好",150-500人,"['绩效奖金', '领导好', '帅哥多', '美女多']",福田区,"['Java', '架构']",114.055755,22.533344,深圳市博奥特科技有限公司
227383,Android开发工程师,1-3年,本科,全职,8k-15k,B轮,"移动互联网,硬件",4073669,"安卓工程师,开发工程师",150-500人,[],南山区,"['iOS', 'C']",113.945877,22.544302,深圳市飞鱼星科技有限公司
138093,安卓开发工程师,3-5年,本科,全职,8k-12k,未融资,移动互联网,4212057,"团队合作,责任感,严谨,主动",15-50人,[],南山区,"['地图', '高级', '软件开发', 'Android', 'Java', 'iOS']",113.952487,22.533508,深圳市嘀嗒互动科技有限公司
72942,Android软件开发工程师,1-3年,本科,全职,8k-12k,D轮及以上,移动互联网,2587675,"五险一金,公司旅游,定期体检",150-500人,"['年底双薪', '带薪年假', '绩效奖金', '岗位晋升']",南山区,"['安卓开发', 'iOS']",113.92735,22.54904,深圳市丛文科技有限公司
33627,Android,1年以下,本科,全职,8k-16k,A轮,"移动互联网,游戏",3383280,"海外手游,高配团队,两次调薪,大神指导",150-500人,"['技术大牛', '高逼格环境', '两次年度旅游', '福利倍儿好']",南山区,"['旅游', '游戏', '初级', '移动端', 'iOS']",113.94604,22.533413,深圳市乐易网络有限公司
19875,Android软件工程师（深圳）,3-5年,本科,全职,15k-30k,未融资,移动互联网,3697248,"高成长,高潜力,高回报",2000人以上,"['年终分红', '带薪年假', '年度旅游', '岗位晋升']",福田区,"['高级', '中级', 'Java']",113.993578,22.99368,维沃移动通信有限公司
42627,安卓开发工程师,1-3年,本科,全职,7k-14k,上市公司,"移动互联网,游戏",3882244,"年底双薪,包三餐,五险一金",500-2000人,"['节日礼物', '年底双薪', '带薪年假', '提供工作三餐']",南山区,"['游戏', '初级', 'Android', 'Java', '移动端']",113.993578,22.99368,深圳中青宝互动网络股份有限公司
93315,android开发工程师（松岗）,3-5年,本科,全职,10K-15K,上市公司,"移动互联网,其他",3664519,"新技术,大平台",2000人以上,"['节日礼物', '专项奖金', '绩效奖金', '管理规范']",宝安区,"['移动端', 'C++', 'Java', '架构']",113.842606,22.796092,深圳市三诺电子有限公司
254197,Android开发工程师,3-5年,大专,全职,8k-12k,B轮,移动互联网,4216476,"五险一金,周末双休,股权激励,带薪年假",15-50人,[],龙华新区,[],114.042512,22.647826,深圳市圣义承科技有限公司
211047,Android开发工程师,1-3年,本科,全职,10k-20k,不需要融资,移动互联网,4203627,"周末双休,节日福利",15-50人,[],南山区,"['Java', 'iOS']",113.952918,22.540845,深圳市一起乐乐网络科技有限公司
30456,高级Android开发工程师,5-10年,本科,全职,30k-40k,B轮,"移动互联网,电子商务",4142823,"腾讯系团队,大牛导师多,发展前景好,薪资待遇好",150-500人,"['股票期权', '城市核心', '岗位晋升', '腾讯系']",南山区,"['信息安全', '资深', '系统架构']",113.949541,22.527549,深圳回收宝科技有限公司
28121,Android开发工程师,1-3年,本科,全职,8k-15k,C轮,"移动互联网,旅游",4088492,"国际化平台,环境舒适,好玩有趣",150-500人,"['零食水果供应', '带薪年假', '绩效奖金', '扁平管理']",福田区,"['中级', '初级', 'Java', 'iOS']",113.993578,22.99368,深圳市客路网络科技有限公司
195436,IOS/Android开发工程师,不限,本科,全职,15k-30k,A轮,"金融,社交网络",3312020,"金融科技,技术前沿",50-150人,"['金融科技', '带薪年假', '绩效奖金', '扁平管理']",南山区,['Java'],113.930476,22.533013,珠海凡泰极客科技有限责任公司
321402,安卓工程师,3-5年,本科,全职,13k-20k,天使轮,"移动互联网,电子商务",4247745,"人性化管理,团队融洽,上升空间大",少于15人,"['带薪年假', '年底双薪', '股票期权', '绩效奖金']",南山区,"['中级', 'Android', '移动端', 'Java', '架构']",113.945036,22.528953,北京草本便利智能科技有限公司
303276,Android高级开发工程师,3-5年,本科,全职,20k-35k,不需要融资,金融,4204661,"高成长性,团队氛围好,精英团队",15-50人,"['""""']",南山区,"['金融', '软件开发', 'Java', '团队好', 'kotlin']",113.952696,22.530438,越信智能科技（深圳）有限公司
203850,Android开发工程师,3-5年,大专,全职,10k-15k,A轮,移动互联网、电子商务,3661011,"互联网创新,期权奖励,高配团队,行业大咖",15-50人,"['带薪年假', '领导好', '岗位晋升', '五险一金']",南山区,"['高级', 'C++']",113.952696,22.530438,深圳消费物联科技有限公司
451,Android开发工程师（深圳）,3-5年,本科,全职,18k-30k,上市公司,"移动互联网 ,游戏",4253251,"腾讯工作,环境一流,大牛带领,温馨文化",2000人以上,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",南山区,[],113.9446,22.548341,腾讯科技(深圳)有限公司
31465,安卓系统工程师（深圳）,3-5年,本科,全职,12k-22k,A轮,"移动互联网 ,电子商务",4245976,"晋升机会多,领导好,氛围好,免费健身房",150-500人,"['年底双薪', '专项奖金', '股票期权', '六险一金']",南山区,"['Android', 'C++', 'Java', '可穿戴']",113.935394,22.524003,广东乐源数字技术有限公司
197480,Android高级开发工程师,5-10年,本科,全职,20k-30k,天使轮,移动互联网,3853448,"90后团队,弹性工作制,餐食补助,有大牛带",少于15人,"['领导好', '扁平管理', '管理规范', '技能培训']",南山区,"['资深', '移动端', 'C++', 'iOS']",113.940923,22.522942,深圳悦智网络科技有限公司
332010,android工程师,不限,大专,全职,12k-20k,不需要融资,"移动互联网,电子商务",4205157,"软件工程师,安卓工程师",50-150人,"['""""']",龙华新区,['地图'],114.037601,22.640213,湖州莘达科技有限公司深圳分公司
195144,安卓应用软件工程师,3-5年,本科,全职,10k-18k,未融资,移动互联网,4206641,"热门方向,车联网应用,开发奖金,持股机会",15-50人,[],南山区,"['软件开发', 'Android', '车联网智能终端']",113.949094,22.542023,深圳市智车联技术有限公司
323954,Android工程师,3-5年,本科,全职,8K-12K,天使轮,移动互联网,4129956,转正后即可授予股权,少于15人,"['""""']",宝安区,['移动端'],,,深圳市奥瑞那智慧消防科技有限公司
241955,Android开发工程师,1-3年,本科,全职,8k-15k,未融资,"移动互联网,数据服务",3845394,"五险一金,周末双休,绩效奖金,定期体检",50-150人,"['云服务', '大数据', '智能化']",南山区,"['Java', 'iOS', '架构']",113.930476,22.533013,维拓客科技（深圳）有限公司
112279,Android,1-3年,本科,全职,10k-15k,未融资,教育,2081708,期权，奖金分红，五险社保，核心成员待遇,15-50人,"['股票期权', '专项奖金', '绩效奖金', '氛围好']",南山区,['移动端'],113.96501,22.589078,深圳市必提学院教育科技有限公司
43613,高级Android开发工程师,5-10年,本科,全职,15k-25k,上市公司,"移动互联网,电子商务",3694780,"扁平化管理,团队优秀,发展机会多,上市公司",2000人以上,"['扁平管理', '五险一金', '带薪年假', '年终奖']",南山区,['移动端'],113.952498,22.537883,广东乐心医疗电子股份有限公司
19875,Android软件工程师（Base南京）,5-10年,本科,全职,15k-30k,未融资,移动互联网,3648148,"高成长,高潜力,高回报",2000人以上,"['年终分红', '带薪年假', '年度旅游', '岗位晋升']",福田区,"['移动互联网', '资深', '高级', '移动端']",113.993578,22.99368,维沃移动通信有限公司
26536,Android开发工程师(004033),3-5年,本科,全职,25k-50k,上市公司,"移动互联网,金融",4206077,"大数据平台,千万级用户,福利待遇好,奖金",2000人以上,"['互联网金融', '节日礼物', '绩效奖金', '年度旅游']",罗湖区,[],,,中信银行股份有限公司信用卡中心
298381,Android开发工程师,3-5年,大专,全职,10k-20k,未融资,"移动互联网,金融",3928830,公司福利好 发展前景好 工作氛围轻松,15-50人,"['""""']",福田区,"['移动互联网', '高级', '移动端']",114.051171,22.536215,深圳前海数维时代科技有限公司
125961,Android开发,1-3年,本科,全职,10k-18k,A轮,移动互联网,1843805,股权激励、有竞争力的薪酬、公司发展前景好,50-150人,"['年底双薪', '节日礼物', '弹性工作', '岗位晋升']",福田区,"['Java', 'iOS', '移动端']",114.035656,22.52597499,深圳市小摩豆网络科技有限公司
29682,安卓开发工程师-互联网平台事业部-技术部,3-5年,本科,全职,15k-25k,A轮,金融,3745126,"卓越平台,花样福利,五险一金,萌妹鲜肉",2000人以上,"['年底双薪', '节日礼物', '年度旅游', '岗位晋升']",南山区,"['信息安全', '软件开发', 'C++', 'Java']",0.0,0.0,深圳市人人聚财金融信息服务有限公司
29682,安卓开发工程师-互联网平台事业部-技术部,3-5年,本科,全职,15k-25k,A轮,金融,3745126,"卓越平台,花样福利,五险一金,萌妹鲜肉",2000人以上,"['年底双薪', '节日礼物', '年度旅游', '岗位晋升']",南山区,"['信息安全', '软件开发', 'C++', 'Java']",0.0,0.0,深圳市人人聚财金融信息服务有限公司
172159,android开发工程师,3-5年,大专,全职,8k-13k,A轮,"移动互联网,教育",4077885,"下午茶,带薪年假,节假日福利,休闲运动",50-150人,"['股票期权', '专项奖金', '绩效奖金', '带薪年假']",宝安区,"['Java', '架构']",113.861282,22.571506,深圳市众可智能管理有限公司
108928,android开发工程师,3-5年,本科,全职,10k-18k,B轮,"移动互联网,金融",2792979,"六险一金,技术大牛,团队大",500-2000人,"['定期体检', '通讯津贴', '带薪年假', '每周双休']",南山区,"['iOS', '移动端']",113.95105,22.53916,深圳市思迪信息技术股份有限公司
51649,Android开发工程师,1-3年,本科,全职,10k-15k,B轮,"移动互联网,金融",4186213,"公司氛围好,14薪,餐补,领导nic",500-2000人,"['技能培训', '节日礼物', '绩效奖金', '年度旅游']",南山区,"['金融', 'Java', 'iOS']",0.0,0.0,北京掌众科技有限公司
121601,Android开发工程师,3-5年,大专,全职,10k-15k,A轮,"硬件,生活服务",4144912,"带薪年假,员工旅游,节日福利,发展空间大",50-150人,"['五险一金', '岗位晋升', '年度旅游', '节日礼物']",龙岗区,"['软件开发', '手机应用开发']",114.286633,22.68935,深圳市锐吉电子科技有限公司
114369,Android开发工程师,不限,本科,全职,8k-15k,不需要融资,移动互联网,4217403,"平台稳,薪资高,福利好,空间大",150-500人,"['弹性工作', '13-15薪', '节日礼物', '领导好']",南山区,[],113.945967,22.544498,深圳市名通科技股份有限公司
467,安卓开发工程师,3-5年,大专,全职,10K-18K,A轮,"移动互联网,电子商务",1528283,下午茶福利 弹性工作时间 五险一金,15-50人,"['就在3W楼上', '行业活动机会', '年终分红', '绩效奖金']",南山区,"['视频', 'C++', 'Android', 'Java']",113.952085,22.553261,深圳市宏智力科技有限公司
20409,Android框架开发工程师,1-3年,本科,全职,10k-20k,不需要融资,硬件,2980158,"年终奖,带薪年假,五险一金,免费班车",2000人以上,"['节日礼物', '绩效奖金', '年度旅游', '定期体检']",南山区,"['软件开发', 'Java', '多媒体']",113.993578,22.99368,普联技术有限公司
155301,高级Android开发工程师,3-5年,本科,全职,10k-16k,天使轮,移动互联网,4193565,"工作氛围好,年终奖丰厚,高新企业",50-150人,[],龙华新区,"['iOS', '移动端']",114.04777,22.729387,深圳合纵能源技术有限公司
318161,安卓开发工程师,3-5年,本科,全职,13k-20k,A轮,"移动互联网,生活服务",4179534,"精英团队,福利佳,弹性工作,周末双休",15-50人,"['带薪年假', '晚餐补贴', '弹性工作', '扁平管理']",南山区,"['高级', 'Android', '移动端', '架构', '编码', '代码调试调优']",113.940923,22.522942,深圳市万合乾德科技发展有限公司
80661,android工程师,1-3年,本科,全职,8k-14k,天使轮,"移动互联网,O2O",4046284,"工资高,近兴东地铁,五险一金,餐补交通补",50-150人,"['股票期权', '带薪年假', '绩效奖金', '岗位晋升']",宝安区,"['医疗健康', 'Java']",113.87432,22.56218,深圳市致宇天承科技有限公司
33085,Android开发工程师,3-5年,大专,全职,9k-15k,未融资,O2O,4204221,"领导好,行业好,弹性上班",50-150人,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",南山区,"['Java', 'iOS', 'APP开发']",113.936338,22.543583,深圳市蜗牛窝科技有限公司
47928,Android系统工程师,10年以上,本科,全职,20k-30k,上市公司,"数据服务,信息安全",4139237,"资深,安卓,项目,高通平台",2000人以上,"['股票期权', '年底双薪', '绩效奖金', '带薪年假']",南山区,"['资深', '系统开发']",113.946628,22.550455,海能达通信股份有限公司
134704,Android开发,3-5年,本科,全职,30k-50k,未融资,"移动互联网,电子商务",1971667,薪资高、晋升快,150-500人,[],南山区,['移动端'],113.94466496,22.55270614,深圳市商智通安防设备有限公司
302353,移动端android开发工程师,3-5年,本科,全职,12k-20k,未融资,"移动互联网,数据服务",3952853,"五险一金,项目奖金,团队年轻,含金行业",50-150人,"['超牛环境', '甲级写字楼', '知性老板', '含金行业']",宝安区,"['支付', '信息安全', '视频', '地图']",113.886667,22.566496,晓能（深圳）科技有限公司
338170,安卓开发工程师,3-5年,本科,全职,8k-16k,不需要融资,移动互联网,4233858,高效,15-50人,"['""""']",南山区,"['地图', '高级', 'Android', 'Java']",113.953693,22.535813,小青创新科技（深圳）有限公司
19313,android开发工程师-深圳-01156,3-5年,本科,全职,15k-20k,上市公司,移动互联网,3082165,互联网上市公司 团队氛围好,2000人以上,"['年底双薪', '五险一金', '交通补助', '带薪年假']",南山区,"['软件开发', 'Java', 'iOS', '移动开发']",113.94636,22.54393,网宿科技股份有限公司北京分公司
127007,Android Launcher 开发工程师,3-5年,本科,全职,12k-18k,不需要融资,移动互联网,4037709,"出国机会,奖金福利",15-50人,"['股票期权', '年终分红', '带薪年假', '年度旅游']",南山区,"['高级', '中级', 'Java', '系统开发']",113.938891,22.523003,深圳市华海同创科技有限公司
261511,Android,3-5年,本科,全职,10k-15k,不需要融资,"移动互联网,O2O",4201405,"双休,五险一金",15-50人,"['绩效奖金', '股票期权']",南山区,"['C++', 'Java']",113.944969,22.535668,深圳市互联速递信息科技有限公司
131999,安卓开发工程师,3-5年,大专,全职,14k-19k,不需要融资,"企业服务,移动互联网",4154065,"年终旅游,年终奖,带薪年假,五险一金",150-500人,"['定期体检', '交通补助', '带薪年假', '年度旅游']",福田区,['Android'],114.05558,22.534943,深圳亿腾信息科技有限公司
164754,Android软件工程师,3-5年,本科,全职,12k-20k,B轮,"社交网络,移动互联网",4162615,"年底双薪,带薪休假",50-150人,[],南山区,"['高级', '移动端', 'C++', 'Java', '架构']",113.951312,22.551621,友格科技（深圳）有限责任公司
14563,Android开发工程师（视频社交）,3-5年,本科,全职,18k-28k,B轮,移动互联网,3793235,微博控股，游戏化视频社交项目,150-500人,"['绩效奖金', '股票期权', '年底双薪', '年终分红']",南山区,"['视频', '社交', '高级', '移动端', '移动开发']",113.953534,22.542215,深圳市有信网络技术有限公司
72050,Android,1-3年,大专,全职,8k-10k,不需要融资,"移动互联网,金融",2309829,五险一金 下午茶 生日会 员工旅游,50-150人,"['技能培训', '节日礼物', '年底双薪', '专项奖金']",南山区,['移动端'],113.918972,22.488457,深圳天玑汇富互联网金融服务有限公司
334793,Android开发工程师,1-3年,本科,全职,8k-12k,B轮,"移动互联网,硬件",4236398,"弹性工作,员工旅游,生日聚会",150-500人,"['""""']",南山区,[],113.926028,22.549224,深圳市小猫信息技术有限公司
331084,Android开发工程师,不限,大专,全职,5k-10k,未融资,"移动互联网,硬件",4191576,弹性工作,少于15人,"['""""']",宝安区,"['C++', 'Java']",113.853152,22.606673,深圳市山峰智动科技有限公司
